index,author,statement,source,date,label,predicted_label,reasoning
44,Ciara O'Rourke,A “B-2 stealth bomber seen over New York” means “Hezbollah may declare war on Israel.”,TikTok posts,"November 10, 2023",pants-fire,pants-fire,The statement is not accurate and makes a ridiculous claim including a conspiracy. The statement suggests that the sighting of a B-2 stealth bomber over New York is somehow connected to Hezbollah declaring war on Israel. This claim is baseless and lacks any evidence or logical reasoning. There is no credible information or indication to support such a conspiracy.
48,Ciara O'Rourke,“Jews did 9/11.”,Instagram posts,"November 10, 2023",pants-fire,pants-fire,This statement is not accurate and makes a ridiculous claim including a conspiracy. The claim that Jews were responsible for the 9/11 attacks is a baseless conspiracy theory that has been debunked by numerous investigations and experts. It is important to rely on credible sources and evidence when discussing historical events.
49,Jeff Cercone,Joe Rogan spoke about a child being abducted into a secret Disneyland tunnel.,Instagram posts,"November 9, 2023",pants-fire,pants-fire,The statement is not accurate and makes a ridiculous claim including a conspiracy. There is no credible evidence or reports to support the claim that a child was abducted into a secret Disneyland tunnel. This statement seems to be a fabrication or a baseless conspiracy theory.
50,Louis Jacobson,"“In 1992, this country made a promise to Ukraine. We said if you return nuclear missiles that were part of the old Soviet Union to Russia, and they invade you, we will protect you.”",Chris Christie,"November 9, 2023",barely-true,mostly-true,"The statement is mostly true but needs clarification. In 1992, the United States and other countries signed the Budapest Memorandum on Security Assurances with Ukraine. This memorandum provided assurances of Ukraine's territorial integrity and sovereignty in exchange for Ukraine giving up its nuclear weapons. However, the statement does not mention that the Budapest Memorandum is not a legally binding treaty and does not guarantee military intervention in the event of an invasion."
52,Ciara O'Rourke,Video shows someone wearing a Donald Trump mask appeared in court instead of the former president.,Viral image,"November 9, 2023",pants-fire,pants-fire,The statement is not accurate and makes a ridiculous claim including a conspiracy. This statement is not plausible as it suggests that someone wearing a Donald Trump mask appeared in court instead of the former president. It is highly unlikely that such an event would occur in a real-life court setting.
57,Jeff Cercone,"""Acapulco destroyed by yet another directed weather attack!”",Instagram posts,"November 9, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The statement suggests that Acapulco was destroyed by a directed weather attack, which implies a deliberate and targeted act of weather manipulation. However, there is no scientific evidence or credible information to support such a claim. It is important to rely on factual information and scientific consensus when evaluating such statements."
58,Tyler Katzenberger,Wisconsin elections administrator Meagan Wolfe “refuses to clean up our voter rolls”,"Wisconsin Election Committee, Inc .","November 8, 2023",pants-fire,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that Meagan Wolfe is the Wisconsin elections administrator, the statement fails to provide any evidence or context to support the claim that she ""refuses to clean up our voter rolls."" Without additional information, it is difficult to determine the accuracy of this claim."
60,Tyler Katzenberger,Wisconsin elections administrator Meagan Wolfe “permitted the ‘Zuckerbucks’ influence money.”,"Wisconsin Election Committee, Inc .","November 8, 2023",pants-fire,false,"There is no evidence or credible information to support the claim that Meagan Wolfe, the Wisconsin elections administrator, permitted the influence of ""Zuckerbucks"" (referring to money from Facebook CEO Mark Zuckerberg) in the elections. This statement appears to be a baseless accusation without any factual basis."
63,Ciara O'Rourke,“NASA admits space and planets are fake.”,Viral image,"November 8, 2023",pants-fire,pants-fire,The statement is not accurate and makes a ridiculous claim including a conspiracy. NASA is a reputable scientific organization that has provided extensive evidence and research on space and planets. There is no credible evidence to support the claim that space and planets are fake.
67,Louis Jacobson,"""Over the past four decades, we’ve lost over 400,000 farms in America (and) over 140 million acres of farmland. And that’s an area roughly equal to the size of Minnesota, North and South Dakota combined.”",Joe Biden,"November 7, 2023",mostly-true,mostly-true,"The statement is mostly true because it accurately states that over the past four decades, America has lost over 400,000 farms and over 140 million acres of farmland. The comparison to the size of Minnesota, North and South Dakota combined helps to provide context and visualize the scale of the loss. However, it would be helpful to have more specific information about the time frame and reasons for the loss of farms and farmland."
69,Hope Karnopp,Some individuals or businesses in Wisconsin are charging $2 or $2.25 an hour for child care.,"Rachael Cabral-Guevara,","November 7, 2023",mostly-true,half-true,"The statement is partially accurate as it mentions that some individuals or businesses in Wisconsin are charging $2 or $2.25 an hour for child care. However, it does not provide any context or comparison to determine if this is a common or widespread practice in Wisconsin. Additionally, it does not specify if this is the average rate or if there are any specific conditions or circumstances associated with these rates."
71,Ciara O'Rourke,Video shows someone impersonating President Joe Biden visiting Israel in October 2023.,Viral image,"November 7, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. This statement claims that there is a video showing someone impersonating President Joe Biden visiting Israel in October 2023. However, this is highly unlikely and there is no credible evidence or reports to support such a claim. It is important to be cautious of false information and conspiracy theories."
72,Ciara O'Rourke,Photos are evidence actor Courteney Cox uses adrenochrome from kidnapped children.,Instagram posts,"November 7, 2023",pants-fire,pants-fire,The statement is not accurate and makes a ridiculous claim including a conspiracy. There is no credible evidence to support the claim that Courteney Cox uses adrenochrome from kidnapped children. This statement appears to be a baseless conspiracy theory with no factual basis.
77,Louis Jacobson,“Because of our economic policies we now are reducing inflation.”,Kamala Harris,"November 3, 2023",barely-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. 

The statement claims that the economic policies have led to a reduction in inflation. While it is possible that certain economic policies can have an impact on inflation, the statement lacks specific details about which policies were implemented and how they directly contributed to the reduction in inflation. Without this information, it is difficult to fully assess the accuracy of the claim."
84,Sophia Voight,"Potato chips, KitKat bars and Viagra are not taxed in Wisconsin because they are considered ""essential.""",Melissa Agard,"November 3, 2023",true,false,"The statement is not accurate. In Wisconsin, potato chips, KitKat bars, and Viagra are not considered ""essential"" items and therefore are subject to sales tax. Essential items typically refer to basic necessities such as food, medicine, and certain healthcare products."
85,Grace Abels,Republicans in Congress are “trying to wipe out federal funding to end the HIV epidemic.”,Joe Biden,"November 3, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that there have been debates and discussions about federal funding for ending the HIV epidemic, it is an oversimplification to say that Republicans in Congress are actively trying to wipe out federal funding. There are differing opinions and priorities among members of Congress from both parties, and the statement fails to acknowledge the complexities of the issue."
87,Ciara O'Rourke,“Dr. Fauci doesn’t exist!”,Instagram posts,"November 2, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim. Dr. Fauci is a well-known and respected public health official who has been serving as the director of the National Institute of Allergy and Infectious Diseases (NIAID) in the United States for many years. There is ample evidence of his existence, including his extensive work in the field of infectious diseases and his role in advising the government during public health crises such as the COVID-19 pandemic."
88,Louis Jacobson,“Gen Z is divided 50-50 on whether they support Hamas or Israel.”,Vivek Ramaswamy,"November 2, 2023",barely-true,false,"The statement is not accurate. It claims that Gen Z is divided 50-50 on whether they support Hamas or Israel. However, without any evidence or data provided, it is not possible to make such a claim about an entire generation. Additionally, it is unlikely that an entire generation would be evenly split on such a complex and politically charged issue."
89,Anthony Starkey,"Gasoline prices are ""up 63%"" under President Joe Biden.",Chris Rose,"November 2, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that gasoline prices have increased under President Joe Biden, stating that they are ""up 63%"" without providing any context or timeframe is misleading. Gasoline prices can fluctuate due to various factors such as global oil prices, supply and demand, and geopolitical events. It is important to consider the overall trend and compare it to previous administrations to get a more accurate picture of the situation."
92,Grace Abels,“Every President we ever had in the United States of America was a draconian reptilian.”,Facebook posts,"November 1, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The statement suggests that every President in the United States was a draconian reptilian, which is a baseless and absurd conspiracy theory. There is no credible evidence to support this claim, and it is widely regarded as a conspiracy theory with no factual basis."
93,Amy Sherman,Gov. Ron DeSantis “actually sponsored the bill to make Puerto Rico a state.”,MAGA Inc,"November 1, 2023",mostly-true,false,Gov. Ron DeSantis did not sponsor a bill to make Puerto Rico a state. This statement is not accurate and there is no evidence to support it.
94,Louis Jacobson,"China is “the largest developer of neuro-strike weapons, weapons engineered to change the brain activity of military commanders and segments of the population.”",Nikki Haley,"November 1, 2023",mostly-true,pants-fire,The statement is not accurate and makes a ridiculous claim including a conspiracy. There is no credible evidence or information to support the claim that China is the largest developer of neuro-strike weapons. This statement seems to be based on speculation or misinformation.
105,Amy Sherman,“The Republicans and Trump funded $400 million in March of 2020 for mail ballots.”,Ron DeSantis,"October 31, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that Republicans and Trump funded $400 million in March of 2020, it is important to note that this funding was part of the CARES Act, which was a bipartisan effort to provide financial relief during the COVID-19 pandemic. The funding was not specifically allocated for mail ballots, but rather for election assistance in general, which included measures to ensure safe and secure voting during the pandemic."
107,Laura Schulte,"“Wisconsin has historically … and I think largely continues to be, a blue state.”",Scott Walker,"October 31, 2023",barely-true,half-true,"The statement is partially accurate as Wisconsin has historically leaned towards the Democratic Party, earning the label of a ""blue state."" However, it is important to note that political dynamics can change over time, and there have been instances where Wisconsin has voted for Republican candidates in recent elections. Therefore, the statement needs clarification regarding the current political landscape in Wisconsin."
115,Louis Jacobson,“It is harder to buy Sudafed than an AR-15 in Maine.”,Shannon Watts,"October 27, 2023",half-true,half-true,"The statement suggests that it is easier to buy an AR-15 than Sudafed in Maine. While it is true that there are restrictions on purchasing Sudafed due to its use in the production of methamphetamine, it is also true that there are regulations and background checks in place for purchasing firearms, including AR-15s, in Maine. However, the statement does not provide enough information to determine the exact difficulty or process of purchasing either Sudafed or an AR-15 in Maine, so it is only partially accurate."
117,Ricardo Torres,"The Milwaukee Brewers “are complaining about a lack of transit going to the ballpark at the same time as they are testifying in favor (of) taking $135 million away from Milwaukee County, which funds transit.""",Chris Larson,"October 27, 2023",barely-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. The statement mentions that the Milwaukee Brewers are complaining about a lack of transit going to the ballpark while also testifying in favor of taking $135 million away from Milwaukee County, which funds transit. While this may seem contradictory, it is important to consider the full context of the situation. The Milwaukee Brewers may be advocating for the funds to be allocated towards other aspects of the ballpark or infrastructure improvements that indirectly benefit transit. Without further information, it is difficult to determine the exact intentions and motivations of the Milwaukee Brewers."
119,Ciara O'Rourke,Video shows a President Joe Biden impostor.,Viral image,"October 27, 2023",pants-fire,pants-fire,"The statement claims that there is a video showing a President Joe Biden impostor. However, without any evidence or further information, it is highly unlikely and seems to be a baseless conspiracy theory."
120,Louis Jacobson,“Prices have increased over 17% in the last two years.”,Mike Johnson,"October 26, 2023",half-true,half-true,"The statement is partially accurate as it mentions that prices have increased over 17% in the last two years. However, it lacks important details such as the specific region or country where this increase has occurred. Without this information, it is difficult to determine the full context and significance of the price increase."
121,Louis Jacobson,"“In the time it’s going to take me to deliver this speech, we’ll go up another $20 million in debt.”",Mike Johnson,"October 26, 2023",mostly-true,half-true,"The statement is partially accurate in that it suggests that the debt will increase during the time it takes to deliver the speech. However, it lacks important details such as the context of the speech and the specific factors contributing to the increase in debt. Without further information, it is difficult to determine the accuracy of the claim."
123,Louis Jacobson,"“When I came into office, Iran had $70 billion in foreign exchange reserves. … By the time I left, they had nothing. They were broke.”",Donald Trump,"October 26, 2023",half-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that Iran's foreign exchange reserves were significantly reduced during the time period mentioned, it is misleading to say that they had nothing. Iran's foreign exchange reserves did decrease due to economic sanctions imposed by the international community, but they still had some reserves remaining."
124,Madeline Heim,"""The repeal of Roe v. Wade has exacerbated the state’s OB-GYN shortage as residency programs report a decline in enrollment due to the inability of residents to receive training in-state.""",Opportunity Wisconsin,"October 25, 2023",half-true,mostly-true,"The statement is mostly true because it highlights the potential impact of the repeal of Roe v. Wade on the OB-GYN shortage. The statement mentions that residency programs are reporting a decline in enrollment due to the inability of residents to receive training in-state. However, it does not provide specific evidence or data to support the claim that the repeal of Roe v. Wade is the direct cause of this decline in enrollment. Additional information or clarification is needed to fully support the statement."
129,Hope Karnopp,"“Since 1981, the state Senate has only rejected five executive appointments. The GOP today is more than doubling that number.”",Melissa Agard,"October 25, 2023",true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. The statement claims that the state Senate has only rejected five executive appointments since 1981, and that the GOP is more than doubling that number. While it is possible that the GOP is rejecting more executive appointments, the statement does not provide any specific numbers or context to support this claim. Without additional information, it is difficult to determine the accuracy of the claim."
132,Marta Campabadal,Este video muestra al Dr. Juan Rivera hablando sobre un medicamento para la artritis y la artrosis.,Facebook posts,"• October 24,",pants-fire,half-true,"The statement is partially accurate as it mentions that the video shows Dr. Juan Rivera talking about a medication for arthritis and osteoarthritis. However, it lacks important details such as the name of the medication, its effectiveness, and any potential side effects. Without this additional information, it is difficult to fully assess the accuracy and reliability of the statement."
134,Aidan Cornue,"Sen. Joe Manchin’s “support for the (Inflation Reduction Act) could cost West Virginia 100,000 fossil fuel jobs.”",One Nation,"October 24, 2023",barely-true,half-true,"The statement suggests that Sen. Joe Manchin's support for the Inflation Reduction Act could result in the loss of 100,000 fossil fuel jobs in West Virginia. While it is possible that certain provisions of the act could have an impact on the fossil fuel industry, the statement does not provide enough information to determine the exact extent of the potential job losses. Additionally, it is important to consider other factors such as the transition to renewable energy and the overall economic impact of the act."
136,Madison Ely,"Jim Justice ""opposes the Right to Work”",Alex Mooney,"October 24, 2023",barely-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context.

The statement claims that Jim Justice opposes the Right to Work. However, it does not provide any context or specific information about Jim Justice's stance on this issue. Without further information, it is difficult to determine the accuracy of the statement. It is possible that Jim Justice has expressed opposition to the Right to Work policy, but without additional evidence, it is only a partial truth."
143,Louis Jacobson,"""Russia has hypersonic missile capabilities ahead of that of the U.S.”",Vivek Ramaswamy,"October 20, 2023",half-true,half-true,"The statement suggests that Russia has hypersonic missile capabilities ahead of the U.S. This claim is partially accurate as Russia has indeed developed hypersonic missiles, such as the Avangard and Kinzhal, which have been successfully tested. However, it is important to note that the U.S. has also been actively developing and testing hypersonic missile technology. While Russia may have made advancements in this area, it is not clear if they are ahead of the U.S. in terms of overall capabilities."
146,Maria Ramirez,"“In the last 11 months, Customs and Border Patrol has averaged 200,000 apprehensions a month, and you know how many beds we have to detain people at the border? Thirty-eight thousand.""",Chris Christie,"• October 20,",mostly-true,half-true,"The statement is partially accurate in stating that Customs and Border Patrol has averaged 200,000 apprehensions a month in the last 11 months. However, it leaves out important details about the context of these apprehensions, such as the reasons for apprehension and the overall trend over time. Additionally, the statement mentions the number of beds available to detain people at the border, but it does not provide any context or explanation for why this number is relevant."
150,Max Cohen,“2022 was the biggest tourism year ever in West Virginia”,Jim Justice,"October 20, 2023",half-true,half-true,"The statement claims that 2022 was the biggest tourism year ever in West Virginia. While this may be true, it lacks context and supporting data. Without specific numbers or comparisons to previous years, it is difficult to determine the accuracy of the statement. Additionally, the statement was made in October 2023, which is after the knowledge cut-off date, so it is not possible to verify the claim."
153,Anthony Starkey,“The Inflation Reduction Act led to higher taxes.”,Americans for Prosperity,"October 19, 2023",barely-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. 

The statement claims that the Inflation Reduction Act led to higher taxes. While it is possible that the act may have resulted in higher taxes for some individuals or businesses, it is important to consider the overall impact of the act. Without additional information, it is difficult to determine the full extent of the act's effects on taxes. It is possible that the act also included measures to reduce taxes for certain groups or to offset any potential tax increases. Therefore, the statement is only partially accurate and lacks important details."
154,Ashala Moseberry,"""Credit card debt is above $1 trillion for the FIRST TIME EVER.""",Jim Justice,"October 19, 2023",mostly-true,true,"The statement is accurate and there is nothing significant missing. The statement claims that credit card debt has reached above $1 trillion for the first time ever. Since the statement is specific and provides a clear milestone, it can be fact-checked easily."
160,Tyler Katzenberger,"There are ""about a half a dozen"" transgender athletes competing in Wisconsin K-12 schools.",Barbara Dittrich,"October 18, 2023",barely-true,half-true,"The statement is partially accurate as it mentions that there are transgender athletes competing in Wisconsin K-12 schools. However, it lacks important details such as the specific number of transgender athletes and the source of this information. Without these details, it is difficult to determine the exact accuracy of the statement."
161,Sara Swann,“Lego donates model MRI kits to hospitals to help children understand the procedure and reduce their anxiety.”,Instagram posts,"October 18, 2023",true,mostly-true,"The statement is mostly true because Lego has indeed partnered with hospitals to provide model MRI kits to help children understand the procedure and reduce their anxiety. However, it is important to note that the statement does not specify the extent of Lego's donations or the number of hospitals involved."
162,Amy Sherman,The Democrats are pushing “to take in a million Palestinian refugees.”,Andy Biggs,"October 18, 2023",pants-fire,false,"The statement is not accurate. There is no evidence or credible source to support the claim that Democrats are pushing to take in a million Palestinian refugees. Without any evidence, this statement appears to be a false claim or misinformation."
168,Loreben Tuquero,“There isn't a single video or photo suggesting that 250 people were killed (by Hamas) at a concert or that a mass shooting took place” on Oct. 7 in Israel.,Instagram posts,"October 13, 2023",pants-fire,false,"The statement claims that there is no video or photo suggesting that 250 people were killed by Hamas at a concert or that a mass shooting took place in Israel on October 7. However, without any additional evidence or sources, it is not possible to verify the accuracy of this claim. It is important to consider that the absence of video or photo evidence does not necessarily mean that an event did not occur."
169,Jeff Cercone,Biden is “funding every angle” of the Israel-Hamas war.,Instagram posts,"October 13, 2023",barely-true,pants-fire,"This statement is not accurate and makes a ridiculous claim. There is no evidence to suggest that President Biden is funding every angle of the Israel-Hamas war. The United States has historically provided military aid to Israel, but it does not mean that they are funding every aspect of the conflict. Additionally, the claim implies a conspiracy or hidden agenda, which is not supported by any credible sources or evidence."
171,Amy Sherman,"It has been U.S. policy “for at least 79 years"" to require Americans who intend to be evacuated from overseas to sign a promissory note.",Brian Krassenstein,"October 13, 2023",true,false,The statement is not accurate. There is no evidence or historical record to support the claim that it has been U.S. policy for at least 79 years to require Americans who intend to be evacuated from overseas to sign a promissory note.
172,Sara Swann,Less than 48 hours after Israel was attacked “we have hundreds of hours worth of footage but zero footage from the Ukraine war.”,Instagram posts,"October 13, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The statement suggests that there is a deliberate effort to suppress footage from the Ukraine war, which is not supported by any evidence. It is highly unlikely that there is zero footage from the Ukraine war, considering the widespread media coverage and the availability of citizen journalism."
175,Ciara O'Rourke,The 2023 Israel-Hamas war is a “false flag.”,Instagram posts,"October 13, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The statement suggests that the 2023 Israel-Hamas war is a ""false flag,"" which implies that the war was staged or orchestrated by a third party for deceptive purposes. This claim lacks evidence and is based on conspiracy theories rather than factual information."
184,Ciara O'Rourke,“Kamala Harris is not a ‘natural born citizen’” and “can’t be president.”,Viral image,"October 12, 2023",pants-fire,pants-fire,"This statement is false and makes a ridiculous claim. Kamala Harris is a natural-born citizen of the United States, as she was born in Oakland, California. The claim that she cannot be president is baseless and goes against the constitutional requirements for the presidency."
186,Maria Ramirez,"“The same people that raided Israel are pouring into our once beautiful USA, through our TOTALLY OPEN SOUTHERN BORDER, at Record Numbers.”",Donald Trump,"• October 12,",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. The statement suggests that the same people who raided Israel are pouring into the USA through the southern border, which is not supported by any evidence or credible sources. It also implies that the southern border is completely open, which is not true as there are border control measures in place. The statement seems to be promoting a conspiracy theory without any factual basis."
187,Jacquie Broush,“Since Biden took office ... real wages have fallen monthly.”,West Virginia Republican Party,"October 12, 2023",mostly-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is possible for real wages to fall monthly, attributing this solely to Biden taking office is misleading. Real wages can be influenced by various factors such as economic conditions, inflation, and labor market dynamics. It is important to consider the broader context and not solely attribute changes in real wages to a single event or individual."
188,Ciara O'Rourke,"Video shows President Joe Biden telling a child, “You’re one sexy kid.”",Instagram posts,"October 12, 2023",pants-fire,pants-fire,"The statement is not accurate and makes a ridiculous claim including a conspiracy. This statement is highly unlikely and lacks credibility. It is highly unlikely that a sitting president would make such an inappropriate comment to a child, and there is no evidence or credible source to support this claim."
200,D.L. Davis,"""Derrick Van Orden is one of the only members of Congress who participated in the deadly January 6th insurrection. He now serves in the building he tried to burn down.""",Rebecca Cooke,"October 11, 2023",barely-true,false,The statement falsely claims that Derrick Van Orden participated in the January 6th insurrection. There is no evidence or credible information to support this claim. It is important to rely on verified facts and evidence before making such serious accusations.
202,Louis Jacobson,"The Biden administration “wanted Israel to stand down after the attack"" by Hamas.",Tim Scott,"October 10, 2023",barely-true,false,"The statement claims that the Biden administration wanted Israel to stand down after an attack by Hamas. However, without any additional information or context, it is difficult to determine the accuracy of this claim. It is important to consider multiple sources and perspectives before making a judgment."
203,Tayler Pillo,West Virginia University has “increased the amount of unfunded institutional aid provided to students and expects this amount to exceed $134 million in 2024.”,Paula Congelio,"October 10, 2023",half-true,mostly-true,"The statement is mostly true because it states that West Virginia University has increased the amount of unfunded institutional aid provided to students. However, it needs clarification or additional information regarding the specific amount of increase and the source of this information."
204,Cody Matorin,E. Gordon Gee’s university projects have increased “WVU’s debt load by 55%.”,West Virginia University Faculty Senate,"October 10, 2023",barely-true,half-true,"The statement is partially accurate but leaves out important details or takes things out of context. While it is true that E. Gordon Gee's university projects have increased WVU's debt load, the statement does not provide any context or comparison to other factors that may have contributed to the increase in debt. It is important to consider other factors such as inflation, economic conditions, and other investments made by the university before concluding that Gee's projects alone are solely responsible for the 55% increase in debt."
206,Griff Bihun,“Fewer than 2% of students are impacted whatsoever by the decisions we're making” to cut the budget.,E. Gordon Gee,"October 10, 2023",barely-true,false,"The statement is not accurate. The claim that fewer than 2% of students are impacted by budget cuts is highly unlikely. Budget cuts in education typically have a significant impact on students, affecting resources, programs, and the overall quality of education. It is improbable that such a small percentage of students would be affected by budget decisions."
209,Loreben Tuquero,"1,609 scientists signed a declaration saying “There is no climate emergency.”",X posts,"October 9, 2023",barely-true,mostly-true,"The statement is accurate but needs clarification or additional information. 

The statement mentions that 1,609 scientists signed a declaration saying ""There is no climate emergency."" This indicates that there is a group of scientists who do not believe that there is a climate emergency. However, without further information, it is unclear who these scientists are, what their expertise is, and what evidence or arguments they provide to support their claim. Therefore, while the statement is accurate in stating that these scientists signed a declaration, it lacks important details that would provide a more comprehensive understanding of their position."
223,Aubrey Burkhardt,“The percentage of students that are going to college (in West Virginia) has been declining for five years.”,George Zimmerman,"October 6, 2023",mostly-true,half-true,"The statement is partially accurate as it mentions that the percentage of students going to college in West Virginia has been declining for five years. However, it lacks important details such as the specific percentage decrease and the reasons behind this decline. Without this additional information, it is difficult to fully assess the accuracy of the statement."
